0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,15,19,11,9,0
0,0,0,0,0,21,0,0,0,11,0,0,0,0,15,0,22,0,6,5,0,17,2,23,4
0,0,0,0,0,25,0,0,0,0,0,6,0,0,0,20,8,14,18,1,24,0,0,22,3
0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,17,20
0,0,0,0,0,0,0,0,0,13,0,0,20,6,0,3,0,0,11,0,23,24,4,5,22
0,0,22,0,0,9,0,1,2,0,0,14,12,0,23,7,13,21,24,0,0,0,0,0,0
0,0,0,0,0,4,8,0,0,24,18,16,22,0,0,0,2,0,0,0,14,13,6,0,19
0,0,9,0,8,0,0,21,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,15,0
0,0,0,25,0,0,0,0,0,0,22,0,0,0,0,0,0,0,13,0,0,23,0,0,14
0,16,0,0,0,6,10,0,0,0,0,0,14,19,3,0,0,8,0,20,4,0,13,21,9
0,0,0,11,21,0,3,0,0,9,1,0,0,8,13,19,7,5,0,23,22,6,17,0,0
0,0,0,4,0,0,13,18,0,23,24,15,0,0,10,0,9,0,17,11,0,7,3,20,16
0,0,15,1,12,0,0,0,13,3,0,0,0,2,0,0,0,25,0,0,0,0,0,0,0
0,0,2,16,0,0,0,0,0,1,0,0,0,12,4,0,0,22,7,3,0,0,0,11,24
0,6,0,0,20,0,0,0,24,0,0,0,10,22,0,23,19,0,0,12,0,0,8,0,7
0,0,0,8,7,0,0,20,23,17,0,24,13,25,0,5,0,1,0,9,19,0,18,10,15
0,3,0,0,22,5,25,0,15,0,6,0,18,17,19,8,24,0,0,10,0,2,20,12,0
0,8,0,13,0,0,0,0,1,5,0,0,7,0,14,0,0,0,9,2,0,16,0,0,21
0,23,16,0,9,0,0,3,7,2,0,0,25,18,0,6,0,12,21,0,0,0,15,0,5
0,24,18,7,0,0,12,13,0,16,0,0,5,10,22,0,14,0,3,0,0,0,9,2,11
0,2,0,3,0,15,0,0,21,14,0,0,17,20,0,0,0,11,23,19,0,12,0,24,1
0,21,14,0,17,0,0,23,11,19,0,9,15,0,12,0,20,0,16,18,6,0,0,8,10
15,18,24,25,22,7,0,11,9,0,23,0,12,0,0,0,14,0,20,0,19,3,4,16,0
3,0,8,11,12,4,23,17,0,0,0,9,0,0,14,25,0,2,10,0,5,21,0,1,0
16,0,0,0,6,8,0,0,21,0,18,13,0,0,0,24,7,12,5,0,17,15,0,23,0
0,17,7,0,0,0,22,14,12,0,10,21,1,0,0,0,13,0,4,0,2,0,0,20,0
0,4,10,0,0,13,0,0,0,0,17,25,0,0,0,19,16,6,0,0,0,0,0,24,0
0,23,12,2,13,16,17,9,5,10,4,20,14,0,0,6,0,15,0,0,24,18,0,0,0
10,5,4,0,14,11,18,13,8,0,2,0,0,1,0,16,0,0,19,0,22,0,17,0,0
7,24,19,0,0,22,12,0,0,0,21,18,0,23,0,2,3,13,0,0,14,0,10,0,0
0,0,11,0,0,0,0,2,4,0,25,7,0,0,0,0,1,5,0,0,8,20,12,0,0
22,0,15,0,0,24,20,0,0,0,0,0,13,12,0,8,17,0,0,0,0,0,0,6,0
21,0,14,0,4,25,5,7,1,19,0,17,0,6,0,10,0,0,0,22,0,12,11,0,0
0,25,1,24,17,9,0,0,0,15,0,2,11,0,7,21,0,16,0,0,4,14,0,0,0
11,2,0,0,0,14,0,4,10,0,12,23,0,0,0,13,0,17,0,0,0,16,0,0,0
6,0,0,0,0,0,0,0,0,0,9,0,0,0,21,3,5,0,7,0,18,24,0,0,0
0,0,0,10,0,0,16,0,0,0,0,0,0,0,0,12,25,0,0,0,20,0,5,0,0
12,0,25,0,3,19,1,15,11,2,0,0,6,0,4,17,0,22,0,0,0,0,14,0,0
0,6,0,0,0,12,0,10,22,0,0,8,17,0,11,0,0,25,21,15,0,0,0,0,0
13,10,0,1,9,0,6,0,0,0,0,12,0,0,0,5,0,0,0,0,16,0,0,0,0
0,0,0,0,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
5,0,17,0,19,18,0,8,0,16,20,0,0,4,6,15,0,0,0,0,0,0,0,0,0
4,20,0,3,1,0,13,6,0,0,7,14,8,0,16,0,0,0,0,0,0,0,0,0,0
9,7,0,21,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
